"Type","Classification","Flow_Substance","Flow_Rate_m3_day","Stabilized_Shut_In_Pressure_kPa","Source_Depth_mkb","Ground_Water_Base_mkb"
"Vent Flow","Non Serious","Gas",17.28,620,327,605.5
"Vent Flow","Non Serious","Gas",13,90,0.1,142
"Vent Flow","Serious","Gas",11,0,205,108.5
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,38,0,0
"Vent Flow","Non Serious","Gas",0,7,266,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",1609,762,0,0
"Vent Flow","Non Serious","Gas",0,135,0,0
"Vent Flow","Non Serious","Gas",0,530,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,517,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",6.12,462,335,183.2
"Vent Flow","Non Serious","Gas",0.36,486,345,207.6
"Vent Flow","Non Serious","Gas",0.06,13,0,337.84
"Vent Flow","Non Serious","Gas",0.1,80,0,590.21
"Vent Flow","Serious","Gas",8.8,385,427,453.4
"Vent Flow","Non Serious","Gas",0.17,86,0,344.7
"Vent Flow","Serious","Gas",151.3,1471,0,418.1
"Vent Flow","Serious","Gas",2.83,37,525,340.8
"Vent Flow","Serious","Gas",327.4,1831,118,279.79
"Vent Flow","Serious","Saline",1,1069,340,309.92
"Gas Migration","Non Serious","Gas",0,0,205,219.9
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,30,0,0
"Vent Flow","Non Serious","Gas",1,210,0,0
"Vent Flow","Non Serious","Gas",1,0,30,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",8,827,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1020,0,186.8
"Vent Flow","Non Serious","Gas",0,1479,0,186.5
"Vent Flow","Non Serious","Gas",4,245,0,0
"Vent Flow","Non Serious","Gas",25,310,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",1,407,0,299
"Vent Flow","Non Serious","Gas",1,105,0,354
"Vent Flow","Non Serious","Gas",0,60,0,0
"Vent Flow","Non Serious","Gas",32,58,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",1.3,101,349,647.7
"Vent Flow","Non Serious","Gas",0.01,1,0,108.1
"Vent Flow","Non Serious","Gas",7.88,947,174,88.8
"Vent Flow","Non Serious","Gas",3.71,626,542,49.7
"Vent Flow","Non Serious","Gas",3,105,318,313.46
"Vent Flow","Non Serious","Gas",156.66,537,0,193.9
"Vent Flow","Non Serious","Gas",13.36,426,311,185.9
"Vent Flow","Serious","Gas",187,0,444,200
"Vent Flow","Serious","Gas",2,827,671,600
"Vent Flow","Non Serious","Gas",0,76,0,0
"Vent Flow","Non Serious","Gas",0,242,0,109.6
"Vent Flow","Non Serious","Gas",0,83,0,0
"Vent Flow","Non Serious","Gas",6,586,0,0
"Vent Flow","Non Serious","Gas",0,97,0,0
"Vent Flow","Non Serious","Gas",1,137,0,88.7
"Vent Flow","Non Serious","Gas",1,423,0,26.3
"Vent Flow","Non Serious","Gas",1,376,0,104.6
"Vent Flow","Non Serious","Gas",2,325,0,0
"Vent Flow","Non Serious","Gas",2,110,0,0
"Vent Flow","Serious","Gas",322,1234,248,0
"Vent Flow","Non Serious","Gas",0,103,0,0
"Vent Flow","Non Serious","Gas",29,496,0,0
"Vent Flow","Non Serious","Gas",1,30,0,191.7
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",3,52,318,301.8
"Vent Flow","Serious","Gas",0.06,2968,1119,243.47
"Vent Flow","Non Serious","Gas",0.01,54,0,332
"Vent Flow","Serious","Other",96,4800,731,798
"Vent Flow","Serious","Non-Saline",0.15,2900,345,331.4
"Vent Flow","Serious","Gas",131,7133,10,594.24
"Vent Flow","Non Serious","Gas",0.67,18,0,335
"Vent Flow","Non Serious","Gas",0.73,360,345,209.53
"Vent Flow","Serious","Gas",0.83,76,412,0
"Vent Flow","Non Serious","Gas",0.01,400,275,268
"Vent Flow","Non Serious","Gas",12,1172,0,0
"Vent Flow","Serious","Gas",0,35,0,0
"Vent Flow","Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",12,1902,0,0
"Vent Flow","Non Serious","Gas",0,64,0,110
"Vent Flow","Serious","Gas",27,1475,0,0
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,295,0,0
"Vent Flow","Non Serious","Gas",0,145,0,0
"Vent Flow","Non Serious","Gas",0,262,0,0
"Vent Flow","Non Serious","Gas",2,150,0,0
"Vent Flow","Non Serious","Gas",0,117,0,0
"Vent Flow","Non Serious","Gas",57,1350,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Gas Migration","Non Serious","Gas",0.3,1773,365.8,107.1
"Vent Flow","Serious","Gas",114.3,1087,220,169
"Vent Flow","Non Serious","Gas",33,62,666,407
"Vent Flow","Serious","Non-Saline",1.44,172,590,713.8
"Vent Flow","Non Serious","Gas",220,106,298,467.44
"Vent Flow/Gas Migration","Serious","Gas",4.7,388,214,34.53
"Vent Flow","Non Serious","Gas",0.14,1160,175,219.9
"Vent Flow","Non Serious","Gas",1.86,850,164,600
"Vent Flow","Non Serious","Gas",8,184,227,228.7
"Vent Flow","Serious","Gas",0,739,0,0
"Vent Flow","Non Serious","Gas",1,720,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1425,0,0
"Vent Flow","Non Serious","Gas",0,90,0,0
"Vent Flow","Non Serious","Gas",0,150,318,0
"Vent Flow","Non Serious","Gas",1,100,0,0
"Vent Flow","Non Serious","Gas",1,15,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,7,0,0
"Vent Flow","Non Serious","Gas",0,1090,0,0
"Vent Flow","Non Serious","Gas",8,0,0,0
"Vent Flow","Non Serious","Gas",1,120,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",0,380,0,0
"Vent Flow","Non Serious","Gas",1,210,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Usable Water",0,550,0,0
"Vent Flow","Serious","Gas",9999,1100,0,0
"Vent Flow","Serious","Gas",73,3252,0,0
"Vent Flow","Non Serious","Not Converted",61,365,0,0
"Vent Flow","Non Serious","Gas",6,2524,0,0
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Serious","Gas",8239,403,0,0
"Vent Flow","Serious","Gas",106,1050,0,0
"Vent Flow","Non Serious","Gas",28,40,0,0
"Vent Flow","Non Serious","Gas",0,735,205,0
"Vent Flow","Non Serious","Gas",11.08,58,335,520.4
"Vent Flow/Gas Migration","Serious","Non-Saline",0.5,331,190,389
"Vent Flow","Non Serious","Gas",0.02,1,0,83.24
"Vent Flow","Non Serious","Gas",0.1,32,0,81.07
"Vent Flow","Non Serious","Gas",0.6,788,697,600
"Vent Flow","Serious","Non-Saline",0.02,102,61,354.15
"Vent Flow","Non Serious","Gas",0.24,0,420,226.9
"Vent Flow","Serious","Gas",50.8,1711,13.8,303.2
"Vent Flow","Non Serious","Gas",0.01,0,0,160
"Vent Flow","Serious","Crude Oil",1,1430,13.5,300.2
"Vent Flow","Serious","Gas",668.21,136,475,600
"Vent Flow","Serious","Gas",1300,448,353,216
"Vent Flow","Serious","Gas",916.65,224,485,351.5
"Vent Flow","Non Serious","Gas",10,430,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,28,0,0
"Vent Flow","Non Serious","Gas",1,5,0,0
"Vent Flow","Serious","Gas",470,28,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Unusable Water",3,646,0,0
"Vent Flow/Gas Migration","Serious","Gas",1.7,688,280,152.4
"Vent Flow","Non Serious","Gas",2.1,6,350,240.31
"Vent Flow","Serious","Gas",36.13,102,87,457.9
"Vent Flow","Non Serious","Gas",0.5,145,304,51.32
"Vent Flow","Serious","Gas",4.2,0,391,250.5
"Vent Flow","Non Serious","Gas",18.08,481,295,79.6
"Vent Flow","Non Serious","Gas",5.31,957,319,70.6
"Vent Flow","Non Serious","Gas",225,761,409,600
"Vent Flow","Non Serious","Gas",0,200,0,0
"Vent Flow","Non Serious","Gas",0,345,0,0
"Vent Flow","Non Serious","Gas",0,160,0,0
"Vent Flow","Non Serious","Gas",0,1150,0,0
"Vent Flow","Non Serious","Gas",6.77,218,254,252
"Vent Flow","Serious","Saline",0.36,345,180,464.08
"Vent Flow","Non Serious","Gas",130,55,0,0
"Vent Flow","Serious","Gas",0,35,0,0
"Vent Flow","Non Serious","Gas",2.72,8400,200,0
"Vent Flow","Non Serious","Gas",10,139,0,0
"Vent Flow","Non Serious","Gas",0,1055,0,0
"Vent Flow","Non Serious","Gas",0,1330,0,0
"Vent Flow","Non Serious","Gas",0,686,0,0
"Vent Flow","Non Serious","Not Converted",0,25,0,0
"Vent Flow","Non Serious","Gas",0,165,0,0
"Vent Flow","Non Serious","Gas",0,1800,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0.87,79,294,270
"Vent Flow","Non Serious","Gas",0.01,33,0,128.84
"Vent Flow","Non Serious","Gas",0.1,22,670,265.6
"Vent Flow/Gas Migration","Serious","Gas",5.1,1629,535,190.97
"Vent Flow","Non Serious","Gas",5,240,0,0
"Vent Flow","Non Serious","Gas",25,355,0,0
"Vent Flow","Non Serious","Gas",1,977,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",16,45,0,0
"Vent Flow","Non Serious","Gas",30,27,0,604.1
"Vent Flow","Non Serious","Gas",18,769,0,0
"Vent Flow","Non Serious","Gas",0,330,0,0
"Vent Flow","Non Serious","Gas",263,406,0,0
"Vent Flow","Serious","Gas",0,60,0,0
"Vent Flow","Non Serious","Gas",8,295,0,0
"Vent Flow","Non Serious","Gas",61,477,0,0
"Vent Flow","Non Serious","Gas",16,489,0,265
"Vent Flow","Non Serious","Gas",26,110,0,0
"Vent Flow","Non Serious","Gas",196,379,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,90,0,0
"Vent Flow","Non Serious","Gas",23,207,0,0
"Vent Flow","Non Serious","Gas",116,276,0,0
"Vent Flow","Non Serious","Gas",20,207,0,0
"Vent Flow","Non Serious","Gas",204,168,0,0
"Vent Flow","Non Serious","Gas",0,468,0,0
"Vent Flow","Non Serious","Gas",0,1,0,0
"Vent Flow","Non Serious","Gas",0,175,0,0
"Vent Flow","Non Serious","Gas",7,280,0,0
"Vent Flow","Non Serious","Gas",23,620,0,0
"Vent Flow","Serious","Crude Oil",0.1,0,15.2,600
"Vent Flow","Non Serious","Gas",1,41,0,171.1
"Vent Flow","Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,86,0,0
"Vent Flow","Non Serious","Gas",0,689,0,185.3
"Vent Flow","Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,510,0,0
"Vent Flow","Non Serious","Gas",0,395,0,0
"Vent Flow","Non Serious","Gas",0,600,0,0
"Vent Flow","Non Serious","Gas",1,35,0,320
"Vent Flow","Non Serious","Gas",28,815,0,0
"Vent Flow","Non Serious","Gas",35,890,0,0
"Vent Flow","Non Serious","Gas",0,615,0,0
"Vent Flow","Non Serious","Usable Water",1,66,0,0
"Vent Flow","Non Serious","Gas",0,65,0,0
"Vent Flow","Non Serious","Gas",3,625,0,0
"Vent Flow","Non Serious","Gas",2,695,0,0
"Vent Flow","Non Serious","Gas",1,320,0,0
"Vent Flow","Non Serious","Gas",1,50,0,0
"Vent Flow","Non Serious","Gas",32,670,310.5,90
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",0,55,0,0
"Vent Flow","Non Serious","Gas",0,35,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",8,730,0,0
"Vent Flow","Non Serious","Gas",0,111,0,0
"Vent Flow","Non Serious","Gas",19,88,0,0
"Vent Flow","Non Serious","Gas",3.47,1380,553,72
"Vent Flow","Non Serious","Gas",0.15,40,329,229.7
"Vent Flow","Non Serious","Gas",129.02,560,1950,692.9
"Vent Flow","Serious","Gas",11.23,122,126,397.4
"Vent Flow","Non Serious","Gas",0,1210,0,0
"Vent Flow","Non Serious","Gas",1,596,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,360,0,0
"Vent Flow","Non Serious","Gas",0,103,0,0
"Vent Flow","Non Serious","Gas",0,222,0,346.5
"Vent Flow","Non Serious","Gas",72,123,235,0
"Vent Flow","Non Serious","Gas",0,496,0,0
"Vent Flow","Non Serious","Gas",0,76,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,293,0,0
"Vent Flow","Non Serious","Gas",0,83,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,110,0,130
"Vent Flow","Non Serious","Gas",10.1,675,0,77
"Vent Flow","Non Serious","Gas",0,1,0,0
"Vent Flow","Non Serious","Gas",11,850,0,144.1
"Vent Flow","Non Serious","Gas",14,1400,0,0
"Vent Flow","Non Serious","Gas",1,80,0,0
"Vent Flow","Non Serious","Gas",1,10,0,0
"Vent Flow","Non Serious","Gas",0,1570,0,150.5
"Vent Flow","Non Serious","Gas",1,158,0,0
"Vent Flow","Non Serious","Gas",1,50,0,0
"Vent Flow","Non Serious","Gas",0,1090,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Non Serious","Gas",0,250,0,192.3
"Vent Flow","Non Serious","Gas",1,1040,0,0
"Vent Flow","Non Serious","Gas",0,500,0,0
"Vent Flow","Non Serious","Gas",0,1000,0,0
"Vent Flow","Serious","Gas",436.7,0,450,335
"Vent Flow","Non Serious","Gas",0,110,0,0
"Vent Flow","Non Serious","Usable Water",6,0,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",1,60,0,0
"Vent Flow","Non Serious","Usable Water",0,300,0,0
"Vent Flow","Serious","Gas",13.4,2050,0.1,396.9
"Vent Flow","Serious","Gas",1,1,0,342.7
"Vent Flow","Non Serious","Gas",0.06,22,258,82.47
"Gas Migration","Serious","Gas",3.9,1800,185,149.7
"Vent Flow","Serious","Gas",24,1996,424,316
"Vent Flow","Serious","Gas",14.78,1556,0.1,269.7
"Gas Migration","Serious","Gas",0.2,0,262,97
"Gas Migration","Serious","Gas",0.2,0,262,97
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",7,100,0,0
"Vent Flow","Non Serious","Gas",1,364,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,490,0,0
"Vent Flow","Non Serious","Gas",1,500,0,0
"Vent Flow","Serious","Non-Saline",0.12,90,867,600
"Vent Flow","Non Serious","Gas",8.74,81,227,199.3
"Vent Flow","Serious","Gas",305,34,300,600
"Vent Flow","Non Serious","Gas",0.12,95,328,157.45
"Vent Flow","Serious","Gas",426.82,2088,1576,587.82
"Vent Flow","Serious","Gas",468.46,569,785,371.6
"Vent Flow","Serious","Gas",663,1225,620,600
"Vent Flow","Serious","Usable Water",0.02,25,675,491.01
"Vent Flow","Non Serious","Gas",8.5,320,453,259.1
"Vent Flow","Serious","Gas",450.8,2125,90,240
"Vent Flow","Non Serious","Gas",1,80,0,0
"Vent Flow","Non Serious","Gas",0.42,671,588,250
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",1,310,233,102.93
"Vent Flow","Serious","Gas",0,1760,0,0
"Vent Flow","Serious","Gas",0,165,0,0
"Vent Flow","Non Serious","Gas",1.36,67,283,273.4
"Vent Flow","Serious","Crude Oil",0.05,4612,448,365.9
"Vent Flow","Non Serious","Gas",0.43,140,312,104.43
"Vent Flow","Serious","Saline",1.6,695,1546,600
"Vent Flow","Non Serious","Gas",0.02,93,536,284
"Vent Flow","Non Serious","Gas",0,532,0,122
"Vent Flow","Non Serious","Gas",0,310,0,0
"Vent Flow","Non Serious","Gas",0,111,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",48,151,0,0
"Vent Flow","Non Serious","Gas",0,1110,0,0
"Vent Flow","Non Serious","Gas",181,428,0,0
"Vent Flow","Non Serious","Gas",0,460,0,0
"Vent Flow","Non Serious","Gas",0,1075,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",0,1069,0,0
"Vent Flow","Serious","Non-Saline",4.46,166,338,117.29
"Vent Flow","Non Serious","Gas",0.74,27,226,194.1
"Vent Flow","Non Serious","Gas",4.16,93,395,502.53
"Vent Flow","Non Serious","Gas",5,1239,230,197.5
"Vent Flow","Non Serious","Gas",1.97,5,270,459.22
"Vent Flow","Non Serious","Gas",37.2,752,332.5,210.8
"Vent Flow","Non Serious","Gas",1.88,266,491,66.7
"Vent Flow","Non Serious","Gas",0.19,1394,294,170
"Vent Flow","Serious","Gas",1591.71,477,600,525.21
"Vent Flow","Serious","Gas",10.74,360,0,119
"Vent Flow","Serious","Gas",130.27,1410,50,117.75
"Vent Flow","Serious","Gas",13.6,3758,327,258.7
"Vent Flow","Non Serious","Gas",13,124,259,50.14
"Vent Flow","Non Serious","Gas",56.53,443,59.7,389.4
"Vent Flow","Non Serious","Gas",14.76,376,567,94.29
"Vent Flow","Non Serious","Gas",1,640,620,300
"Vent Flow","Non Serious","Gas",0,725,0,332.2
"Vent Flow","Non Serious","Gas",1,200,0,0
"Vent Flow","Serious","Gas",1,233,0,0
"Vent Flow","Non Serious","Gas",0,300,0,186.2
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",224,221,0,0
"Vent Flow","Serious","Gas",0,138,0,0
"Vent Flow","Non Serious","Gas",81,193,0,0
"Vent Flow","Non Serious","Gas",0,66,0,0
"Vent Flow","Serious","Gas",0,240,0,0
"Vent Flow","Serious","Gas",10,162,0,0
"Vent Flow","Non Serious","Gas",3,298,0,133.5
"Vent Flow","Non Serious","Usable Water",0,450,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",380,4137,0,0
"Vent Flow","Non Serious","Gas",0,172,0,0
"Vent Flow","Non Serious","Gas",0,60,0,0
"Vent Flow","Non Serious","Gas",0,130,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Serious","Gas",300,1326,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,70,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Usable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,345,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",1,1840,0,0
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Unusable Water",0,36,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,2413,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,160,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",53,1075,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",11,207,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,25,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Unusable Water",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",11,1415,0,0
"Vent Flow","Serious","Gas",0,4410,0,0
"Vent Flow","Non Serious","Gas",7,45,0,0
"Vent Flow","Non Serious","Gas",2,640,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,413,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",31,69,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",18,2070,0,0
"Vent Flow","Non Serious","Gas",0,0,232,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow/Gas Migration","Serious","Gas",0.02,302,365,149.2
"Vent Flow","Non Serious","Gas",0.34,104,348.5,55.76
"Vent Flow","Non Serious","Gas",121,177,0,293.12
"Vent Flow","Non Serious","Gas",0.45,33,457,80.63
"Vent Flow","Serious","Non-Saline",0.34,165,597,600
